Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
Chr1_A_fumigatus_Af293	4918979	88636	18.02	44318	0	30604	13714	2.23
Chr2_A_fumigatus_Af293	4844372	87410	18.04	43705	0	29934	13771	2.17
Chr3_A_fumigatus_Af293	4079167	81554	19.99	40777	0	28341	12436	2.28
Chr4_A_fumigatus_Af293	3927224	68404	17.42	34202	0	23375	10827	2.16
Chr5_A_fumigatus_Af293	3948441	77680	19.67	38840	0	26287	12553	2.09
Chr6_A_fumigatus_Af293	3778736	75194	19.90	37597	0	25710	11887	2.16
Chr7_A_fumigatus_Af293	2058334	45248	21.98	22624	0	15863	6761	2.35
Chr8_A_fumigatus_Af293	1833124	42452	23.16	21226	0	14490	6736	2.15
mito_A_fumigatus_Af293	31765	82	2.58	41	0	25	16	1.56
Totals	29420142	566660	19.26	283330	0	194629	88701	2.19
