Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
Chr1_A_fumigatus_Af293	4918979	66742	13.57	33371	0	23135	10236	2.26
Chr2_A_fumigatus_Af293	4844372	60674	12.52	30337	0	20814	9523	2.19
Chr3_A_fumigatus_Af293	4079167	65568	16.07	32784	0	23002	9782	2.35
Chr4_A_fumigatus_Af293	3927224	51778	13.18	25889	0	17715	8174	2.17
Chr5_A_fumigatus_Af293	3948441	64610	16.36	32305	0	22096	10209	2.16
Chr6_A_fumigatus_Af293	3778736	59618	15.78	29809	0	20625	9184	2.25
Chr7_A_fumigatus_Af293	2058334	38214	18.57	19107	0	13546	5561	2.44
Chr8_A_fumigatus_Af293	1833124	35040	19.11	17520	0	12043	5477	2.20
mito_A_fumigatus_Af293	31765	62	1.95	31	0	20	11	1.82
Totals	29420142	442306	15.03	221153	0	152996	68157	2.24
