Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
Chr1_A_fumigatus_Af293	4918979	88374	17.97	44187	0	30490	13697	2.23
Chr2_A_fumigatus_Af293	4844372	87422	18.05	43711	0	29959	13752	2.18
Chr3_A_fumigatus_Af293	4079167	81892	20.08	40946	0	28485	12461	2.29
Chr4_A_fumigatus_Af293	3927224	68350	17.40	34175	0	23317	10858	2.15
Chr5_A_fumigatus_Af293	3948441	77972	19.75	38986	0	26377	12609	2.09
Chr6_A_fumigatus_Af293	3778736	75634	20.02	37817	0	25962	11855	2.19
Chr7_A_fumigatus_Af293	2058334	45132	21.93	22566	0	15809	6757	2.34
Chr8_A_fumigatus_Af293	1833124	42186	23.01	21093	0	14386	6707	2.14
mito_A_fumigatus_Af293	31765	84	2.64	42	0	25	17	1.47
Totals	29420142	567046	19.27	283523	0	194810	88713	2.20
