Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
Chr1_A_fumigatus_Af293	4918979	78802	16.02	39401	0	27429	11972	2.29
Chr2_A_fumigatus_Af293	4844372	77638	16.03	38819	0	26865	11954	2.25
Chr3_A_fumigatus_Af293	4079167	76206	18.68	38103	0	26914	11189	2.41
Chr4_A_fumigatus_Af293	3927224	61218	15.59	30609	0	21325	9284	2.30
Chr5_A_fumigatus_Af293	3948441	67256	17.03	33628	0	22696	10932	2.08
Chr6_A_fumigatus_Af293	3778736	67134	17.77	33567	0	23294	10273	2.27
Chr7_A_fumigatus_Af293	2058334	38240	18.58	19120	0	13118	6002	2.19
Chr8_A_fumigatus_Af293	1833124	36572	19.95	18286	0	12653	5633	2.25
mito_A_fumigatus_Af293	31765	54	1.70	27	0	17	10	1.70
Totals	29420142	503120	17.10	251560	0	174311	77249	2.26
