Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
Chr1_A_fumigatus_Af293	4918979	18278	3.72	0	9139	296	125	2.37
Chr2_A_fumigatus_Af293	4844372	13220	2.73	0	6610	421	63	6.68
Chr3_A_fumigatus_Af293	4079167	13044	3.20	0	6522	322	58	5.55
Chr4_A_fumigatus_Af293	3927224	10576	2.69	0	5288	299	50	5.98
Chr5_A_fumigatus_Af293	3948441	11940	3.02	0	5970	186	56	3.32
Chr6_A_fumigatus_Af293	3778736	13812	3.66	0	6906	359	80	4.49
Chr7_A_fumigatus_Af293	2058334	9594	4.66	0	4797	117	94	1.24
Chr8_A_fumigatus_Af293	1833124	5380	2.93	0	2690	60	10	6.00
mito_A_fumigatus_Af293	31765	46	1.45	0	23	0	0	0
Totals	29420142	95890	3.26	0	47945	2060	536	3.84
