Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
Chr1_A_fumigatus_Af293	4918979	17720	3.60	0	8860	198	81	2.44
Chr2_A_fumigatus_Af293	4844372	14422	2.98	0	7211	268	50	5.36
Chr3_A_fumigatus_Af293	4079167	13566	3.33	0	6783	275	39	7.05
Chr4_A_fumigatus_Af293	3927224	10774	2.74	0	5387	180	34	5.29
Chr5_A_fumigatus_Af293	3948441	12492	3.16	0	6246	155	55	2.82
Chr6_A_fumigatus_Af293	3778736	13242	3.50	0	6621	250	54	4.63
Chr7_A_fumigatus_Af293	2058334	7814	3.80	0	3907	68	32	2.12
Chr8_A_fumigatus_Af293	1833124	5952	3.25	0	2976	64	15	4.27
mito_A_fumigatus_Af293	31765	66	2.08	0	33	0	0	0
Totals	29420142	96048	3.26	0	48024	1458	360	4.05
