Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
Chr1_A_fumigatus_Af293	0	362188	0	181094	0	122603	58491	2.10
Chr2_A_fumigatus_Af293	0	378448	0	189224	0	127642	61582	2.07
Chr3_A_fumigatus_Af293	0	309486	0	154743	0	103715	51028	2.03
Chr4_A_fumigatus_Af293	0	275946	0	137973	0	92376	45597	2.03
Chr5_A_fumigatus_Af293	0	302592	0	151296	0	101528	49768	2.04
Chr6_A_fumigatus_Af293	0	283644	0	141822	0	95434	46388	2.06
Chr7_A_fumigatus_Af293	0	145492	0	72746	0	48872	23874	2.05
Chr8_A_fumigatus_Af293	0	133578	0	66789	0	44140	22649	1.95
mito_A_fumigatus_Af293	0	748	0	374	0	250	124	2.02
Totals	0	2192122	0	1096061	0	736560	359501	2.05
