Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
Chr1_A_fumigatus_Af293	4918979	66748	13.57	33374	0	23136	10238	2.26
Chr2_A_fumigatus_Af293	4844372	60684	12.53	30342	0	20818	9524	2.19
Chr3_A_fumigatus_Af293	4079167	65578	16.08	32789	0	23005	9784	2.35
Chr4_A_fumigatus_Af293	3927224	51784	13.19	25892	0	17716	8176	2.17
Chr5_A_fumigatus_Af293	3948441	64614	16.36	32307	0	22097	10210	2.16
Chr6_A_fumigatus_Af293	3778736	59630	15.78	29815	0	20630	9185	2.25
Chr7_A_fumigatus_Af293	2058334	38216	18.57	19108	0	13546	5562	2.44
Chr8_A_fumigatus_Af293	1833124	35042	19.12	17521	0	12044	5477	2.20
mito_A_fumigatus_Af293	31765	62	1.95	31	0	20	11	1.82
Totals	29420142	442358	15.04	221179	0	153012	68167	2.24
