Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
Chr1_A_fumigatus_Af293	4918979	25428	5.17	12714	0	9433	3281	2.88
Chr2_A_fumigatus_Af293	4844372	27562	5.69	13781	0	10255	3526	2.91
Chr3_A_fumigatus_Af293	4079167	33404	8.19	16702	0	12739	3963	3.21
Chr4_A_fumigatus_Af293	3927224	25738	6.55	12869	0	9592	3277	2.93
Chr5_A_fumigatus_Af293	3948441	26218	6.64	13109	0	9053	4056	2.23
Chr6_A_fumigatus_Af293	3778736	24826	6.57	12413	0	9184	3229	2.84
Chr7_A_fumigatus_Af293	2058334	19214	9.33	9607	0	7121	2486	2.86
Chr8_A_fumigatus_Af293	1833124	16816	9.17	8408	0	6014	2394	2.51
mito_A_fumigatus_Af293	31765	22	0.69	11	0	10	1	10.00
Totals	29420142	199228	6.77	99614	0	73401	26213	2.80
