Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
Chr1_A_fumigatus_Af293	4918979	53162	10.81	26581	0	17962	8619	2.08
Chr2_A_fumigatus_Af293	4844372	54058	11.16	27029	0	18252	8777	2.08
Chr3_A_fumigatus_Af293	4079167	53812	13.19	26906	0	19036	7870	2.42
Chr4_A_fumigatus_Af293	3927224	41364	10.53	20682	0	13971	6711	2.08
Chr5_A_fumigatus_Af293	3948441	43490	11.01	21745	0	14492	7253	2.00
Chr6_A_fumigatus_Af293	3778736	47576	12.59	23788	0	16047	7741	2.07
Chr7_A_fumigatus_Af293	2058334	26892	13.06	13446	0	9008	4438	2.03
Chr8_A_fumigatus_Af293	1833124	23892	13.03	11946	0	8222	3724	2.21
mito_A_fumigatus_Af293	31765	22	0.69	11	0	4	7	0.57
Totals	29420142	344268	11.70	172134	0	116994	55140	2.12
