Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
Chr1_A_fumigatus_Af293	4918979	365190	74.24	182595	0	123320	59275	2.08
Chr2_A_fumigatus_Af293	4844372	377582	77.94	188791	0	127100	61691	2.06
Chr3_A_fumigatus_Af293	4079167	309792	75.94	154896	0	103700	51196	2.03
Chr4_A_fumigatus_Af293	3927224	275734	70.21	137867	0	92175	45692	2.02
Chr5_A_fumigatus_Af293	3948441	303048	76.75	151524	0	101455	50069	2.03
Chr6_A_fumigatus_Af293	3778736	283780	75.10	141890	0	95398	46492	2.05
Chr7_A_fumigatus_Af293	2058334	145370	70.63	72685	0	48782	23903	2.04
Chr8_A_fumigatus_Af293	1833124	134194	73.21	67097	0	44281	22816	1.94
mito_A_fumigatus_Af293	31765	1914	60.25	957	0	514	443	1.16
Totals	29420142	2196604	74.66	1098302	0	736725	361577	2.04
