Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
Chr1_A_fumigatus_Af293	4918979	13916	2.83	0	6958	94	55	1.71
Chr2_A_fumigatus_Af293	4844372	12192	2.52	0	6096	109	35	3.11
Chr3_A_fumigatus_Af293	4079167	10712	2.63	0	5356	104	25	4.16
Chr4_A_fumigatus_Af293	3927224	9090	2.31	0	4545	81	31	2.61
Chr5_A_fumigatus_Af293	3948441	10314	2.61	0	5157	75	39	1.92
Chr6_A_fumigatus_Af293	3778736	10348	2.74	0	5174	94	36	2.61
Chr7_A_fumigatus_Af293	2058334	6104	2.97	0	3052	34	13	2.62
Chr8_A_fumigatus_Af293	1833124	4858	2.65	0	2429	29	12	2.42
mito_A_fumigatus_Af293	31765	60	1.89	0	30	0	0	0
Totals	29420142	77594	2.64	0	38797	620	246	2.52
