Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
Chr1_A_fumigatus_Af293	4918979	96076	19.53	0	48038	654	285	2.29
Chr2_A_fumigatus_Af293	4844372	95294	19.67	0	47647	806	213	3.78
Chr3_A_fumigatus_Af293	4079167	79746	19.55	0	39873	716	195	3.67
Chr4_A_fumigatus_Af293	3927224	70794	18.03	0	35397	629	164	3.84
Chr5_A_fumigatus_Af293	3948441	75382	19.09	0	37691	475	229	2.07
Chr6_A_fumigatus_Af293	3778736	75636	20.02	0	37818	715	247	2.89
Chr7_A_fumigatus_Af293	2058334	41066	19.95	0	20533	260	161	1.61
Chr8_A_fumigatus_Af293	1833124	36418	19.87	0	18209	252	95	2.65
mito_A_fumigatus_Af293	31765	270	8.50	0	135	1	0	0
Totals	29420142	570682	19.40	0	285341	4508	1589	2.84
