Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
Chr1_A_fumigatus_Af293	4918979	18668	3.80	0	9334	295	124	2.38
Chr2_A_fumigatus_Af293	4844372	13802	2.85	0	6901	412	62	6.65
Chr3_A_fumigatus_Af293	4079167	13494	3.31	0	6747	320	57	5.61
Chr4_A_fumigatus_Af293	3927224	11048	2.81	0	5524	296	49	6.04
Chr5_A_fumigatus_Af293	3948441	12350	3.13	0	6175	185	58	3.19
Chr6_A_fumigatus_Af293	3778736	14384	3.81	0	7192	354	78	4.54
Chr7_A_fumigatus_Af293	2058334	9798	4.76	0	4899	114	94	1.21
Chr8_A_fumigatus_Af293	1833124	5522	3.01	0	2761	58	10	5.80
mito_A_fumigatus_Af293	31765	46	1.45	0	23	0	0	0
Totals	29420142	99112	3.37	0	49556	2034	532	3.82
