Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
Chr1_A_fumigatus_Af293	4918979	344898	70.12	172449	0	116524	55925	2.08
Chr2_A_fumigatus_Af293	4844372	368304	76.03	184152	0	124368	59784	2.08
Chr3_A_fumigatus_Af293	4079167	299194	73.35	149597	0	100587	49010	2.05
Chr4_A_fumigatus_Af293	3927224	267292	68.06	133646	0	89606	44040	2.03
Chr5_A_fumigatus_Af293	3948441	288676	73.11	144338	0	96439	47899	2.01
Chr6_A_fumigatus_Af293	3778736	273520	72.38	136760	0	91992	44768	2.05
Chr7_A_fumigatus_Af293	2058334	133876	65.04	66938	0	44529	22409	1.99
Chr8_A_fumigatus_Af293	1833124	125566	68.50	62783	0	41196	21587	1.91
mito_A_fumigatus_Af293	31765	702	22.10	351	0	234	117	2.00
Totals	29420142	2102028	71.45	1051014	0	705475	345539	2.04
