Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
Chr1_A_fumigatus_Af293	4918979	83282	16.93	0	41641	210	108	1.94
Chr2_A_fumigatus_Af293	4844372	86028	17.76	0	43014	227	103	2.20
Chr3_A_fumigatus_Af293	4079167	69914	17.14	0	34957	237	104	2.28
Chr4_A_fumigatus_Af293	3927224	63172	16.09	0	31586	188	80	2.35
Chr5_A_fumigatus_Af293	3948441	67534	17.10	0	33767	188	99	1.90
Chr6_A_fumigatus_Af293	3778736	65796	17.41	0	32898	222	100	2.22
Chr7_A_fumigatus_Af293	2058334	33818	16.43	0	16909	79	48	1.65
Chr8_A_fumigatus_Af293	1833124	32522	17.74	0	16261	111	38	2.92
mito_A_fumigatus_Af293	31765	250	7.87	0	125	1	0	0
Totals	29420142	502316	17.07	0	251158	1463	680	2.15
